"date";"station";"taille";"poids";"diametrehorizontal";"diametrevertical";"diametreremarque";"pectorale";"contraste";"ligne";"stade";"marque";;"operateur";"patho";"remarque"
11/09/2013;"0435XX16";313;43;4;3,9;;13,8;;;"J";"00_06DF_2888";;"Brice";;
11/09/2013;"0435XX16";336;43;4,6;4,1;;12,7;;;"J";"00_06DF_2F16";;"Brice";;"recapture 2013"
11/09/2013;"0435XX16";424;113;4,6;4,6;;18,5;;;"J";"00_06DF_3670";;"Brice";;
11/09/2013;"0435XX16";377;84;4,9;4,5;;17,1;;;"J";"00_06E3_D7FC";;"Brice";;
11/09/2013;"0435XX16";393;84;4,6;4,1;;17,7;;;"J";"00_06E3_E203";;"Brice";;
11/09/2013;"0435XX16";422;117;5,4;4,9;;19,8;;;"J";"00_06E4_9420";;"Brice";;"recapture 2013"
11/09/2013;"0435XX16";482;155;5,2;4,9;;21,7;;;"J";"00_06E7_5C08";;"Brice";;
11/09/2013;"0435XX16";430;116;5,7;5,1;;20,1;;;"J";"00_06E7_611D";;"Brice";;
11/09/2013;"0435XX16";313;39;4;3,6;;13;;;"J";"00_06E7_6120";;"Brice";;
11/09/2013;"0435XX16";342;55;4,4;4,4;;15;;;"J";"00_06E7_619F";;"Brice";;
11/09/2013;"0435XX16";329;60;4;4;;12,7;;;"J";"00_06E7_6BAB";;"Brice";;
11/09/2013;"0435XX16";307;41;4,3;4,2;;13;;;"J";"00_06E7_6CB9";;"Brice";;
11/09/2013;"0435XX16";327;43;4,2;3,9;;15,7;;;"J";"00_06E7_6FE7";;"Brice";;
11/09/2013;"0435XX16";331;55;3,7;3,6;;12,8;;;"J";"00_06E7_733F";;"Brice";;
11/09/2013;"0435XX16";356;60;4,3;4,1;;15,1;;;"J";"00_06E7_7677";;"Brice";;
11/09/2013;"0435XX16";385;82;4,7;4,5;;15,9;;;"J";"00_06E7_767A";;"Brice";;
11/09/2013;"0435XX16";335;50;3,9;4;;15,1;;;"J";"00_06E7_7707";;"Brice";;
11/09/2013;"0435XX16";383;77;4,5;4,7;;15,3;;;"J";"00_06E7_7926";;"Brice";;"recapture 2013"
11/09/2013;"0435XX16";347;55;4,3;3,9;;14,8;;;"J";"00_06E7_7927";;"Brice";;"recapture 2013"
11/09/2013;"0435XX16";374;73;4,2;4;;16,4;;;"J";"00_06E7_80C3";;"Brice";;
11/09/2013;"0435XX18";394;111;4,8;4,5;;16,1;;;"J";"00_06DF_1A45";;"Brice";;
11/09/2013;"0435XX18";303;33;3,4;3,1;;11,9;;;"J";"00_06E7_6B26";;"Brice";;
11/09/2013;"0435XX18";359;73;4,6;4,7;;13,6;;;"J";"00_06E7_6D43";;"Brice";;
16/09/2013;"0456XXX1";493;249;6,5;6,1;;23,2;;;"J";"00_06E7_666D";;"Brice";;
16/09/2013;"0456XXX1";491;200;5,8;5,4;;22,5;;;"J";"00_06E7_6EDE";;"Brice";;
16/09/2013;"0456XXX1";340;61;4,5;3,8;;14,6;;;"J";"00_06E7_778F";;"Brice";;
16/09/2013;"0456XXX1";333;52;3,6;2,8;;15,2;;;"J";"00_06E7_7C4B";;"Brice";;
16/09/2013;"0456XXX3";458;171;5,4;5,4;;21,6;;;"J";"00_06DF_2559";;"Brice";;"recapture 2013"
16/09/2013;"0456XXX3";351;59;4,5;3,9;;14,9;;;"J";"00_06E3_DF5B";;"Brice";;
16/09/2013;"0456XXX3";331;45;4,3;3,6;;13,5;;;"J";"00_06E3_E779";;"Brice";;
16/09/2013;"0456XXX3";617;396;6,9;6,5;;25,1;;;"J";"00_06E4_832D";;"Brice";;"recapture 2013"
16/09/2013;"0456XXX3";433;117;5,7;4,9;;17,9;;;"J";"00_06E7_7070";;"Brice";;"recapture 2013"
16/09/2013;"0456XXX3";437;119;5,5;4,9;;18,8;;;"J";"00_06E7_7198";;"Brice";"maigre";" altération couleur"
16/09/2013;"0456XXX3";371;77;5,4;4,7;;17,3;;;"J";"00_06E7_7224";;"Brice";;
16/09/2013;"0456XXX3";460;142;6;5,5;;20,5;;;"J";"00_06E7_733E";;"Brice";;
16/09/2013;"0456XXX3";310;41;3,7;3,5;;11,7;;;"J";"00_06E7_7925";;"Brice";;
16/09/2013;"0456XXX3";363;68;4,5;4,3;;15,1;;;"J";"00_06E7_7C44";;"Brice";;
17/09/2013;"0456XXX8";411;99;4,6;4,6;;17,8;;;"J";"00_06DF_2F9B";;"Brice";;"recapture 2013"
17/09/2013;"0456XXX8";333;71;6,5;5,9;;18,7;1;0;"JAG";"00_06E3_E804";;"Brice";;
17/09/2013;"0456XXX8";433;117;5,6;5,4;;19,8;;;"J";"00_06E4_832B";;"Brice";;"recapture 2013"
17/09/2013;"0456XXX8";461;167;6,4;6;;21,8;;;"J";"00_06E4_8484";;"Brice";;"recapture 2013"
17/09/2013;"0456XXX8";345;72;5,2;4,6;;14,8;;;"J";"00_06E7_6448";;"Brice";"cdb";
17/09/2013;"0456XXX8";383;83;5,4;5,3;;17,6;;;"J";"00_06E7_6775";;"Brice";;
17/09/2013;"0456XXX8";334;55;5;4,7;;13,9;;;"J";"00_06E7_698F";;"Brice";;
17/09/2013;"0456XXX8";328;48;4,6;4,4;;14,2;;;"J";"00_06E7_7A36";;"Brice";;
20/09/2013;"0456XXX9";346;58;4,7;4;;15,1;;;"J";"00_06E4_8682";;"Brice";;
18/09/2013;"0456XX13";337;55;5;4,8;;14,6;;;"J";"00_06E7_62B6";;"Brice";;
18/09/2013;"0456XX13";356;74;5,3;5,3;;17,5;;;"J";"00_06E7_710A";;"Brice";;
18/09/2013;"0456XX13";305;46;4,3;4,3;;12,4;;;"J";"00_06E7_7E4B";;"Brice";;
18/09/2013;"0456XX16";353;70;4,4;4,1;;16,2;;;"J";"00_06DF_0F30";;"Brice";;"recapture 2013"
18/09/2013;"0456XX16";354;69;5,4;4,7;;15,4;;;"J";"00_06E7_6900";;"Brice";;
18/09/2013;"0456XX16";414;102;5,1;5;;18,4;;;"J";"00_06E7_6BAA";;"Brice";"ichtyo";
15/09/2014;"0435XXX1";349;66;4,9;4,2;;15,7;;;"J";"00_06E7_7BC6";;"Brice";"ras";"posé"
15/09/2014;"0435XXX1";443;162;5,4;5,4;;21,1;;;"J";"00_06DF_38F4";;"Brice";"HET, HEA";"recapture 2014"
15/09/2014;"0435XXX1";461;171;5,7;5,6;;22,4;;;"J";"00_06DF_3463";;"Brice";"HEC";"recapture 2014"
15/09/2014;"0435XXX1";367;82;5,3;5;;17,4;;;"J";"00_06E7_62B5";;"Brice";"HEA, érosions";"posé"
15/09/2014;"0435XXX2";351;66;4,8;4,5;;16,9;;;"J";"00_06E7_8044";;"Brice";"ras";"posé"
15/09/2014;"0435XXX2";537;277;6,9;6,5;;27,8;;;"J";"00_06DEBBB7";;"Brice";"HEA, HET";"recapture 2014"
15/09/2014;"0435XXX2";608;410;7,6;7,1;;33,1;;;"J";"00_06E7_5C0C";;"Brice";"HEC, PLA";"posé"
15/09/2014;"0435XXX2";399;83;5;4,8;;17,7;;;"J";"00_06E7_7B39";;"Brice";"ras";"recapture 2014"
15/09/2014;"0435XXX2";314;51;4,6;4;;12,9;;;"J";"00_06E7_6D3D";;"Brice";"SMC";"posé"
15/09/2014;"0435XXX2";360;77;5,4;4,8;;16,5;;;"J";"00_06E7_63C2";;"Brice";"ras";"posé"
15/09/2014;"0435XXX2";473;181;5,8;5,1;;20,8;;;"J";"00_06E7_66EF";;"Brice";"ras";"posé"
15/09/2014;"0435XXX2";524;285;7;6,4;;24,7;;;"J";"00_06E4_AE37";;"Brice";"HEQ, érosions";"recapture 2014"
15/09/2014;"0435XXX2";481;227;6,6;6,2;;24,1;;;"J";"00_06E3_E06B";;"Brice";"HEC";"posé"
15/09/2014;"0435XXX2";306;46;4,7;4,1;;14,1;;;"J";"00_06E7_83FE";;"Brice";"HEC";"posé"
15/09/2014;"0435XXX2";355;72;4,9;4,2;;16;;;"J";"00_06E7_7227";;"Brice";"ras";"posé"
15/09/2014;"0435XXX2";400;101;5,5;4,9;;17,9;;;"J";"00_06E7_6EDA";;"Brice";"ras";"posé"
15/09/2014;"0435XXX6";324;52;4,9;4,3;;15,3;;;"J";"00_06E7_61A7";;"Brice";"ras";"posé"
15/09/2014;"0435XXX6";572;318;7,6;7,3;;27,9;;;"J";"00_06E7_822C";;"Brice";"SMC";"posé"
15/09/2014;"0435XXX6";320;52;4,9;4,3;;14,6;;;"J";"00_06E7_7ED0";;"Brice";"ras";"posé"
15/09/2014;"0435XXX6";377;78;5,5;4,9;;17,2;;;"J";"00_06E7_5D05";;"Brice";"ras";"posé"
15/09/2014;"0435XXX6";323;47;3,9;3,8;;14,4;;;"J";"00_06E7_7ABC";;"Brice";"ras";"posé"
15/09/2014;"0435XXX6";429;116;5,8;5,5;;19,6;;;"J";"00_06E3_E805";;"Brice";"ras";"posé"
15/09/2014;"0435XXX8";339;55;4;4;;14,6;;;"J";"00_06E7_5C8B";;"Brice";"HET";"posé"
15/09/2014;"0435XXX8";326;62;4,6;4,2;;15,3;;;"J";"00_06E7_5F90";;"Brice";"ras";"posé"
15/09/2014;"0435XXX8";473;167;6,4;5,9;;20,8;;;"J";"00_06E4_ADC6";;"Brice";"ras";"recapture 2014"
15/09/2014;"0435XXX8";340;51;4,7;4,2;;14,3;;;"J";"00_06E3_EB3E";;"Brice";"ras";"posé"
15/09/2014;"0435XXX8";467;127;6,4;5,7;;23,2;;;"J";"00_06E4_7D53";;"Brice";"ras";"recapture 2014"
15/09/2014;"0435XXX8";370;74;4,7;4,2;;16,5;;;"J";"00_06E7_6C32";;"Brice";"HEQ, PNC";"recapture 2014"
15/09/2014;"0435XXX8";309;59;3,9;3,5;;13,3;;;"J";"00_06E7_7075";;"Brice";"HEQ, HEA";"posé"
15/09/2014;"0435XXX8";381;76;4,6;4,4;;16,4;;;"J";"00_06E7_6879";;"Brice";"ras";"posé"
15/09/2014;"0435XXX8";371;79;4,9;4,4;;17,7;;;"J";"00_06E7_74D7";;"Brice";"ras";"recapture 2014"
15/09/2014;"0435XXX8";382;112;7,9;7,7;;21,6;1;1;"AG";"00_06DF_2802";;"Brice";"ras";"recapture 2014"
15/09/2014;"0435XXX9";425;103;5,1;4,7;;18,9;;;"J";"00_06E4_7B41";;"Brice";"HEQ";"posé"
15/09/2014;"0435XXX9";442;132;5,9;5,3;;23;;;"J";"00_06E7_698E";;"Brice";"PBQ";"posé"
15/09/2014;"0435XXX9";553;259;6,9;6,3;;22,1;;;"J";"00_06E7_78A5";;"Brice";"ras";"posé"
15/09/2014;"0435XXX9";788;907;10,6;10,3;;43,3;1;1;"AG";"00_06E7_7DCF";;"Brice";"ras";"posé"
15/09/2014;"0435XXX9";763;989;10;9,7;;39,1;1;1;"AG";"00_06E7_7928";;"Brice";"ras";"posé"
15/09/2014;"0435XXX9";790;1064;10,7;10;;41,6;1;1;"AG";"00_06E7_813A";;"Brice";"HEN, HEQ";"posé"
15/09/2014;"0435XXX9";601;340;7,3;7,3;;31,6;;;"J";"00_06E7_698B";;"Brice";"ras";"posé"
15/09/2014;"0435XXX9";620;345;6,9;6,6;;29,5;;;"J";"00_06E7_7101";;"Brice";"HEA";"posé"
15/09/2014;"0435XXX9";360;72;4,7;4,1;;16,6;;;"J";"00_06E7_707A";;"Brice";"AMC, PBC";"posé"
15/09/2014;"0435XXX9";314;50;3,5;3,5;;13,6;;;"J";"00_06E7_80C0";;"Brice";"ras";"posé"
15/09/2014;"0435XXX9";303;53;3,9;3,7;;12,6;;;"J";"00_06E3_E778";;"Brice";"ras";"posé"
15/09/2014;"0435XX11";381;96;4,7;4,5;;16,9;;;"J";"00_06E7_62B4";;"Brice";"ras";"recapture 2014"
15/09/2014;"0435XX11";301;40;3,3;3,2;;11,7;;;"J";"00_06E7_7FCC";;"Brice";"ras";"posé"
15/09/2014;"0435XX11";334;59;4,6;4,2;;13,7;;;"J";"00_06E7_690A";;"Brice";"ras";"posé"
15/09/2014;"0435XX11";319;51;4,1;3,5;;13,5;;;"J";"00_06E7_778D";;"Brice";"HEQ, HEN";"posé"
15/09/2014;"0435XX13";404;69;5,2;4,7;;17,2;;;"J";"00_06E7_6882";;"Brice";"PBC, AMC";"recapture 2014"
15/09/2014;"0435XX13";367;67;4,7;4,2;;15,7;;;"J";"00_06E7_75F0";;"Brice";"PBC";"posé"
15/09/2014;"0435XX13";522;212;6,7;5,8;;22,2;;;"J";"00_06E7_6227";;"Brice";"ras";"posé"
15/09/2014;"0435XX14";578;331;6,6;6,1;;24,8;;;"J";"00_06E3_DD3B";;"Brice";"ras";"posé"
15/09/2014;"0435XX16";314;46;3,5;3,5;;12,5;;;"J";"00_06E7_5710";;"Brice";"ras";"posé"
15/09/2014;"0435XX16";334;53;4,1;3,8;;13,3;;;"J";"00_06E7_600F";;"Brice";"ras";"posé"
15/09/2014;"0435XX16";392;100;4,7;5;;17,4;;;"J";"00_06E3_D7FC";;"Brice";"ras";"recapture 2014"
15/09/2014;"0435XX16";335;46;3,9;3,8;;14,4;;;"J";"00_06E7_7707";;"Brice";"ras";"recapture 2014"
15/09/2014;"0435XX16";350;72;4,3;3,9;;14,3;;;"J";"00_06DF_1734";;"Brice";"érosions";"recapture 2014"
15/09/2014;"0435XX16";441;103;5,6;5;;20,1;;;"J";"00_06E7_5E87";;"Brice";"HEA, SMC";"posé"
15/09/2014;"0435XX16";345;67;4,6;4,1;;13,6;;;"J";"00_06E7_733F";;"Brice";"ras";"recapture 2014"
15/09/2014;"0435XX16";311;35;4,8;4,1;;14,5;;;"J";"00_06E4_8033";;"Brice";"ras";"recapture 2014"
15/09/2014;"0435XX16";331;49;4,2;3,9;;13,5;;;"J";"00_06E7_6558";;"Brice";"ras";"posé"
15/09/2014;"0435XX16";340;57;4,4;4,1;;16,4;;;"J";"00_06E7_6A92";;"Brice";"ras";"posé"
15/09/2014;"0435XX16";537;272;6,7;6,6;;27,2;;;"J";"00_06E7_6B21";;"Brice";"HEC, CAC";"posé"
15/09/2014;"0435XX16";345;68;4,4;4,4;;16,1;;;"J";"00_06E7_5B16";;"Brice";"SMC";"posé"
15/09/2014;"0435XX16";348;61;4,1;4,1;;14,7;;;"J";"00_06E3_E0F1";;"Brice";"ras";"posé"
15/09/2014;"0435XX16";352;58;4,4;4;;13;;;"J";"00_06E3_D772";;"Brice";"ras";"posé"
15/09/2014;"0435XX16";506;205;6;5,8;;22,9;;;"J";"00_06E3_DED2";;"Brice";"PBQ";"recapture 2014"
15/09/2014;"0435XX16";407;99;4,9;4,8;;18,2;;;"J";"00_06E7_80C3";;"Brice";"HEQ, PLC";"recapture 2014"
15/09/2014;"0435XX18";402;105;4,6;4,2;;16;;;"J";"00_06DF_1A45";;"Brice";"ras";"recapture 2014"
15/09/2014;"0435XX18";460;144;5,9;5,4;;21,1;;;"J";"00_06E7_63C4";;"Brice";"CAC";"posé"
15/09/2014;"0435XX18";346;61;4,7;4,5;;13,5;;;"J";"00_06E7_6E51";;"Brice";"érosions";"posé"
15/09/2014;"0435XX18";416;112;5,3;4,8;;14,9;;;"J";"00_06E7_6122";;"Brice";"AG";"posé"
15/09/2014;"0435XX18";530;268;7,3;6,5;;25,7;;;"J";"00_06E7_5F8F";;"Brice";"HEC, érosions";"posé"
15/09/2014;"0456XXX1";404;96;4,7;4,5;;19,5;;;"J";"00_06E3_E5D3";;"Brice";"ras";"posé"
15/09/2014;"0456XXX1";322;50;3,6;3,6;;11,5;;;"J";"00_06E3_D6E8";;"Brice";"ras";"posé"
15/09/2014;"0456XXX3";508;221;5,4;5,8;;22;;;"J";"00_06E7_733E";;"Brice";"HEC";"recapture 2014"
15/09/2014;"0456XXX3";365;97;5,4;5;;17,6;;;"J";"00_06E7_698A";;"Brice";"HEC, érosions";"posé"
15/09/2014;"0456XXX8";423;120;6,2;5,5;;18,7;;;"J";"00_06E7_6775";;"Brice";"ras";"recapture 2014"
15/09/2014;"0456XXX8";372;54;4,6;4;;15,4;;;"J";"00_06E7_813E";;"Brice";"AMC";"posé"
15/09/2014;"0456XXX8";380;"?";5,6;5,8;;18,6;1;0,5;"JAG";"00_06E7_6228";;"Brice";"PBC";"posé"
15/09/2014;"0456XXX8";339;52;4,6;4,2;;14,7;;;"J";"00_06E7_6BA4";;"Brice";"ras";"posé"
15/09/2014;"0456XXX8";349;72;4,8;4,3;;14,9;;;"J";"00_06E7_6666";;"Brice";"érosions";"posé"
15/09/2014;"0456XXX8";440;99;5,3;5;;18,9;;;"J";"00_06E7_80BD";;"Brice";"érosions";"posé"
15/09/2014;"0456XXX9";358;78;7,2;6,4;;20;;;"AG";"00_06E3_DA9A";;"Brice";"SMC";"posé"
15/09/2014;"0456XXX9";318;49;4,1;4;;14,4;;;"J";"00_06E7_67FC";;"Brice";"ras";"posé"
15/09/2014;"0456XXX9";352;69;7;6,4;;18,5;;;"AG";"00_06E7_6560";;"Brice";"ras";"posé"
15/09/2014;"0456XXX9";319;53;6,3;5,5;;14,9;;;"JAG";"00_06E7_767B";;"Brice";"ras";"posé"
15/09/2014;"0456XXX9";315;47;4,5;4;;13,9;;;"J";"00_06E7_7339";;"Brice";"ras";"posé"
15/09/2014;"0456XX12";321;45;4,4;4,2;;15,5;;;"J";"00_06E7_62B1";;"Brice";"ras";"posé"
15/09/2014;"0456XX13";329;63;5,8;5,5;;14,3;;;"J";"00_06E4_928F";;"Brice";"HEA";"posé"
15/09/2014;"0456XX13";387;82;4,9;4,6;;14,8;;;"J";"00_06E4_A940";;"Brice";"HEA";"posé"
15/09/2014;"0456XX13";367;86;6,7;6,1;;20,4;1;1;"AG";"00_06E7_63C7";;"Brice";"ras";"posé"
15/09/2014;"0456XX13";321;68;5,9;5,5;;16,2;1;1;"AG";"00_06E7_7E4B";;"Brice";"CAC";"recapture 2014"
15/09/2014;"0456XX13";352;79;5,5;5,1;;15,7;;;"J";"00_06E7_6776";;"Brice";"ras";"posé"
15/09/2014;"0456XX16";310;51;4,8;4,5;;13;;;"J";"00_06E7_6C30";;"Brice";"ras";"posé"
15/09/2014;"0456XX16";446;142;5,4;5,2;;20,5;;;"J";"00_06E7_6BAA";;"Brice";"ras";"recapture 2014"
15/09/2014;"0456XX16";309;46;4,7;4,4;;11,9;;;"J";"00_06E7_6CB6";;"Brice";"HEA";"posé"
15/09/2014;"0456XX16";428;130;5,4;5,1;;17,2;;;"J";"00_06E7_72AE";;"Brice";"érosions";"recapture 2014"
15/09/2015;"0435XXX1";356;67;4,8;4,4;;14,6;0;0;"J";"00_06E7_7A38";;"Brice";"ras";"posé"
15/09/2015;"0435XXX1";456;152;5,6;5,4;;21,7;0;0;"J";"00_06DF_3463";;"Brice";"ras";"recapture 2015"
15/09/2015;"0435XXX1";505;189;7;6,1;;24;0;0;"J";"00_06E7_63BF";;"Brice";"HEC";"posé"
15/09/2015;"0435XXX1";342;61;4,6;4,1;;14,3;0;0;"J";"00_06E7_7BC2";;"Brice";"HEA";"posé"
15/09/2015;"0435XXX2";317;48;4,5;4,1;;12,1;0;0;"J";"00_06E7_6D3D";;"Brice";"ras";"recapture 2015"
15/09/2015;"0435XXX2";422;124;5,7;5,5;;20,1;0;0;"J";"00_06E7_6A95";;"Brice";"HEN";"posé"
15/09/2015;"0435XXX2";459;163;5,9;5,7;;21,6;0;0;"J";"00_06E7_6B1C";;"Brice";"ras";"posé"
15/09/2015;"0435XXX2";370;85;4,9;4,9;;16,4;0;0;"J";"00_06E7_63C2";;"Brice";"HEC";"recapture 2015"
15/09/2015;"0435XXX6";339;64;4,8;4,1;;16,9;0;0;"J";"00_06E7_7ED0";;"Brice";"ras";"recapture 2015"
15/09/2015;"0435XXX6";323;57;4,5;3,9;;13,6;0;0;"J";"00_06E7_83FC";;"Brice";"ras";"posé"
15/09/2015;"0435XXX6";354;59;5,2;4,8;;16,5;0;0;"J";"00_06E7_61A7";;"Brice";"ras";"recapture 2015"
15/09/2015;"0435XXX6";456;151;6,1;5,4;;21,4;0;0;"J";"00_06E3_E805";;"Brice";"ras";"recapture 2015"
15/09/2015;"0435XXX8";316;49;4,4;4;;12,9;0;0;"J";"00_06E7_644F";;"Brice";"ras";"posé"
15/09/2015;"0435XXX8";300;43;4,3;3,8;;13,2;0;0;"J";"00_06E7_7CCB";;"Brice";"PNC";"posé"
15/09/2015;"0435XXX8";308;56;4,8;4,2;;14,3;0;0;"J";"00_06E7_7075";;"Brice";"CAC";"recapture 2015"
15/09/2015;"0435XXX8";408;95;5,6;5,3;;17,6;0;0;"J";"00_06E7_6F5A";;"Brice";"CAC";"recapture 2015"
15/09/2015;"0435XXX8";389;86;4,9;4,6;;16,8;0;0;"J";"00_06E7_6879";;"Brice";"ras";"recapture 2015"
15/09/2015;"0435XXX8";524;247;6,5;6,2;;23,6;0;0;"J";"00_06DF_1E85";;"Brice";"ras";"recapture 2015"
15/09/2015;"0435XXX9";409;111;5,8;5,5;;18,9;0;0;"J";"00_06E7_75EC";;"Brice";"ras";"posé"
15/09/2015;"0435XXX9";540;287;6,6;6,1;;27,3;0;0;"J";"00_06E7_7DCC";;"Brice";"ras";"posé"
15/09/2015;"0435XXX9";760;745;8,8;8,6;;35,3;0;0;"J";;;"Brice";"ras";"ne dort pas"
15/09/2015;"0435XXX9";393;96;5,2;4,7;;17,7;0;0;"J";"00_06E7_5D84";;"Brice";"ras";"posé"
15/09/2015;"0435XX11";347;62;4,7;4,2;;"?";0;0;"J";"00_06E3_D5D8";;"Brice";"ras";"posé"
15/09/2015;"0435XX11";313;47;4,2;3,7;;13,4;0;0;"J";"00_06E7_6884";;"Brice";"ras";"posé"
15/09/2015;"0435XX11";312;49;4,1;3,8;;12,5;0;0;"J";"00_06E7_74D9";;"Brice";"ras";"posé"
15/09/2015;"0435XX11";468;175;6,4;6;;21,8;0;0;"J";"00_06E7_622A";;"Brice";"ras";"posé"
15/09/2015;"0435XX11";687;653;9,3;8,8;;35,1;1;1;"J";"00_06E7_676C";;"Brice";"ras";"posé"
15/09/2015;"0435XX11";417;128;5,6;5,1;;20,3;0;0;"J";"00_06E7_62B4";;"Brice";"ras";"recapture 2015"
15/09/2015;"0435XX11";620;448;7,8;7,3;;29,4;0;0;"J";"00_06E7_65E1";;"Brice";"ras";"posé"
15/09/2015;"0435XX16";310;44;4,1;3,7;;13,1;0;0;"J";"00_06E7_6015";;"Brice";"PNC";"posé"
15/09/2015;"0435XX16";499;203;5,8;5,2;;22,6;0;0;"J";"00_06DF_3670";;"Brice";"ras";"recapture 2015"
15/09/2015;"0435XX16";393;100;5,1;4,9;;16,7;0;0;"J";"00_06DF_1734";;"Brice";"ras";"recapture 2015"
15/09/2015;"0435XX16";351;70;4,6;4,1;;16,3;0;0;"J";"00_06E7_6881";;"Brice";"ras";"posé"
15/09/2015;"0435XX16";343;64;4,5;4,3;;15,6;0;0;"J";"00_06E7_718F";;"Brice";"SMC";"posé"
15/09/2015;"0435XX16";324;49;4,1;3,7;;13,1;0;0;"J";"00_06E7_509E";;"Brice";"PNC";"posé"
15/09/2015;"0435XX16";310;35;4;4,3;;14,7;0;0;"J";"00_06E4_8033";;"Brice";"AMC, CAC";"recapture 2015"
15/09/2015;"0435XX16";304;41;4,3;4;;13,4;0;0;"J";"00_06E7_7702";;"Brice";"SMC";"posé"
15/09/2015;"0435XX16";310;45;4;3,6;;12,8;0;0;"J";"00_06E7_5D85";;"Brice";"ras";"posé"
15/09/2015;"0435XX16";536;293;6,7;6,1;;22,6;0;0;"J";"00_06E7_5E8C";;"Brice";"ADN";"posé"
15/09/2015;"0435XX16";332;66;3,9;3,9;;14,9;0;0;"J";"00_06E7_5F8B";;"Brice";"ras";"posé"
15/09/2015;"0435XX16";377;89;5,3;4,8;;18,2;0;0;"J";"00_06E7_5B16";;"Brice";"HEC";"recapture 2015"
15/09/2015;"0435XX16";422;125;5,8;5,4;;19,2;0;0;"J";"00_06E3_D7FC";;"Brice";"HEQ";"recapture 2015"
15/09/2015;"0435XX16";368;81;4,9;4,4;;14,3;0;0;"J";"00_06E7_64D1";;"Brice";"ras";"posé"
15/09/2015;"0435XX16";446;138;5,6;5,1;;21,5;0;0;"J";"00_06E7_611D";;"Brice";"ras";"recapture 2015"
15/09/2015;"0435XX18";319;43;3,9;3,7;;12,8;0;0;"J";"00_06E7_6B26";;"Brice";"ras";"recapture 2015"
15/09/2015;"0435XX18";366;63;4,6;4,1;;15,5;0;0;"J";"00_06E7_66E7";;"Brice";"ras";"posé"
15/09/2015;"0435XX18";375;79;5,2;5;;14,9;0;0;"J";"00_06E7_6D43";;"Brice";"multi";"recapture 2015"
15/09/2015;"0435XX18";430;104;5;5;;19,3;0;0;"J";"00_06E7_7074";;"Brice";"ras";"posé"
15/09/2015;"0435XX18";399;100;5,2;4,9;;16,5;0;0;"J";"00_06DF_1A45";;"Brice";"ras";"recapture 2015"
15/09/2015;"0456XXX1";307;37;3,9;3,5;;11;0;0;"J";"00_06E7_7108";;"Brice";"ras";"posé"
15/09/2015;"0456XXX1";335;54;4,2;3,9;;13,8;0;0;"J";"00_06E7_6667";;"Brice";"ras";"posé"
15/09/2015;"0456XXX3";330;56;5,2;4,9;;14,7;0;0;"J";"00_06E7_6011";;"Brice";"ras";"posé"
15/09/2015;"0456XXX8";568;252;7,4;7,2;;31,3;0;0;"J";"00_06E7_73C1";;"Brice";"ras";"posé"
15/09/2015;"0456XXX8";435;71;5,5;4,8;;18,6;0;0;"J";"00_06E7_80BD";;"Brice";"CAC";"recapture 2015"
15/09/2015;"0456XXX9";386;98;5;4,8;;20,4;0;0;"J";"00_06E7_6229";;"Brice";"ras";"posé"
15/09/2015;"0456XX13";330;64;6;5,8;;15,4;0;0;"J";"00_06E4_928F";;"Brice";"ras";"recapture 2015"
15/09/2015;"0456XX13";320;40;3,9;3,7;;12,5;0;0;"J";"00_06E7_61A8";;"Brice";"ras";"posé"
15/09/2015;"0456XX13";345;71;6,1;5,6;;15,9;0;0;"J";"00_06E7_81B6";;"Brice";"ras";"posé"
15/09/2015;"0456XX16";316;62;5,2;5;;15,1;0;0;"J";"00_06E7_6C30";;"Brice";"ras";"recapture 2015"
15/09/2015;"0456XX16";320;54;5,3;4,7;;13,3;0;0;"J";"00_06E7_6E57";;"Brice";"ras";"posé"
15/09/2015;"0456XX16";458;144;5,7;5,6;;20,7;0;0;"J";"00_06E7_6BAA";;"Brice";"HEA";"recapture 2015"
15/09/2015;"0456XX16";352;76;5,7;5,3;;16,5;0;0;"J";"00_06DF_0F30";;"Brice";"ras";"recapture 2015"
